reviewer,relevant,title,original_authors,url,extracted_author,affiliations,country
,False,Understanding the Threats of Upstream Vulnerabilities to Downstream Projects in the Maven Ecosystem,"Wu, Yulun, Yu, Zeliang, Wen, Ming, Li, Qiang, Zou, Deqing, Jin, Hai",https://doi.org/10.1109/ICSE48619.2023.00095,Yulun Wu,"School of Cyber Science and Engineering, Huazhong University of Science and Technology,China",China
,False,Understanding the Threats of Upstream Vulnerabilities to Downstream Projects in the Maven Ecosystem,"Wu, Yulun, Yu, Zeliang, Wen, Ming, Li, Qiang, Zou, Deqing, Jin, Hai",https://doi.org/10.1109/ICSE48619.2023.00095,Zeliang Yu,"School of Cyber Science and Engineering, Huazhong University of Science and Technology,China",China
,False,Understanding the Threats of Upstream Vulnerabilities to Downstream Projects in the Maven Ecosystem,"Wu, Yulun, Yu, Zeliang, Wen, Ming, Li, Qiang, Zou, Deqing, Jin, Hai",https://doi.org/10.1109/ICSE48619.2023.00095,Ming Wen,"School of Cyber Science and Engineering, Huazhong University of Science and Technology,China",China
,False,Understanding the Threats of Upstream Vulnerabilities to Downstream Projects in the Maven Ecosystem,"Wu, Yulun, Yu, Zeliang, Wen, Ming, Li, Qiang, Zou, Deqing, Jin, Hai",https://doi.org/10.1109/ICSE48619.2023.00095,Qiang Li,"School of Cyber Science and Engineering, Huazhong University of Science and Technology,China",China
,False,Understanding the Threats of Upstream Vulnerabilities to Downstream Projects in the Maven Ecosystem,"Wu, Yulun, Yu, Zeliang, Wen, Ming, Li, Qiang, Zou, Deqing, Jin, Hai",https://doi.org/10.1109/ICSE48619.2023.00095,Deqing Zou,"School of Cyber Science and Engineering, Huazhong University of Science and Technology,China",China
,False,Understanding the Threats of Upstream Vulnerabilities to Downstream Projects in the Maven Ecosystem,"Wu, Yulun, Yu, Zeliang, Wen, Ming, Li, Qiang, Zou, Deqing, Jin, Hai",https://doi.org/10.1109/ICSE48619.2023.00095,Hai Jin,"School of Computer Science and Technology, Huazhong University of Science and Technology,China",China
,False,PyEvolve: Automating Frequent Code Changes in Python ML Systems,"Dilhara, Malinda, Dig, Danny, Ketkar, Ameya",https://doi.org/10.1109/ICSE48619.2023.00091,Malinda Dilhara,"University of Colorado Boulder,USA",United States
,False,PyEvolve: Automating Frequent Code Changes in Python ML Systems,"Dilhara, Malinda, Dig, Danny, Ketkar, Ameya",https://doi.org/10.1109/ICSE48619.2023.00091,Danny Dig,"University of Colorado Boulder,JetBrains Research,USA",United States
,False,PyEvolve: Automating Frequent Code Changes in Python ML Systems,"Dilhara, Malinda, Dig, Danny, Ketkar, Ameya",https://doi.org/10.1109/ICSE48619.2023.00091,Ameya Ketkar,"Uber Technologies Inc.,USA",United States
,False,Badge: Prioritizing UI Events with Hierarchical Multi-Armed Bandits for Automated UI Testing,"Ran, Dezhi, Wang, Hao, Wang, Wenyu, Xie, Tao",https://doi.org/10.1109/ICSE48619.2023.00083,Dezhi Ran,"School of Computer Science, Peking University,China",China
,False,Badge: Prioritizing UI Events with Hierarchical Multi-Armed Bandits for Automated UI Testing,"Ran, Dezhi, Wang, Hao, Wang, Wenyu, Xie, Tao",https://doi.org/10.1109/ICSE48619.2023.00083,Hao Wang,"School of EECS, Peking University,China",China
,False,Badge: Prioritizing UI Events with Hierarchical Multi-Armed Bandits for Automated UI Testing,"Ran, Dezhi, Wang, Hao, Wang, Wenyu, Xie, Tao",https://doi.org/10.1109/ICSE48619.2023.00083,Wenyu Wang,"University of Illinois,Urbana-Champaign,USA",United States
,False,Badge: Prioritizing UI Events with Hierarchical Multi-Armed Bandits for Automated UI Testing,"Ran, Dezhi, Wang, Hao, Wang, Wenyu, Xie, Tao",https://doi.org/10.1109/ICSE48619.2023.00083,Tao Xie,"School of Computer Science, Peking University,China",China
DW,False,On the Self-Governance and Episodic Changes in Apache Incubator Projects: An Empirical Study,"Yin, Likang, Zhang, Xiyu, Filkov, Vladimir",https://doi.org/10.1109/ICSE48619.2023.00066,Likang Yin,"University of California, Davis,Davis,California,USA",United States
DW,False,On the Self-Governance and Episodic Changes in Apache Incubator Projects: An Empirical Study,"Yin, Likang, Zhang, Xiyu, Filkov, Vladimir",https://doi.org/10.1109/ICSE48619.2023.00066,Xiyu Zhang,"University of California, Davis,Davis,California,USA",United States
DW,False,On the Self-Governance and Episodic Changes in Apache Incubator Projects: An Empirical Study,"Yin, Likang, Zhang, Xiyu, Filkov, Vladimir",https://doi.org/10.1109/ICSE48619.2023.00066,Vladimir Filkov,"University of California, Davis,Davis,California,USA",United States
,False,Demystifying Exploitable Bugs in Smart Contracts,"Zhang, Zhuo, Zhang, Brian, Xu, Wen, Lin, Zhiqiang",https://doi.org/10.1109/ICSE48619.2023.00061,Zhuo Zhang,Purdue University,United States
,False,Demystifying Exploitable Bugs in Smart Contracts,"Zhang, Zhuo, Zhang, Brian, Xu, Wen, Lin, Zhiqiang",https://doi.org/10.1109/ICSE48619.2023.00061,Brian Zhang,Harrison High School,Unknown
,False,Demystifying Exploitable Bugs in Smart Contracts,"Zhang, Zhuo, Zhang, Brian, Xu, Wen, Lin, Zhiqiang",https://doi.org/10.1109/ICSE48619.2023.00061,Wen Xu,Georgia Institute of Technology,United States
,False,Demystifying Exploitable Bugs in Smart Contracts,"Zhang, Zhuo, Zhang, Brian, Xu, Wen, Lin, Zhiqiang",https://doi.org/10.1109/ICSE48619.2023.00061,Zhiqiang Lin,Ohio State University,United States
,False,FedDebug: Systematic Debugging for Federated Learning Applications,"Gill, Waris, Anwar, Ali, Gulzar, Muhammad Ali",https://doi.org/10.1109/ICSE48619.2023.00053,Waris Gill,"Virginia Tech,Computer Science Department,Blacksburg,USA",United States
,False,FedDebug: Systematic Debugging for Federated Learning Applications,"Gill, Waris, Anwar, Ali, Gulzar, Muhammad Ali",https://doi.org/10.1109/ICSE48619.2023.00053,Ali Anwar,"University of Minnesota Twin Cities,Computer Science and Engineering Department,Minneapolis,USA",United States
,False,FedDebug: Systematic Debugging for Federated Learning Applications,"Gill, Waris, Anwar, Ali, Gulzar, Muhammad Ali",https://doi.org/10.1109/ICSE48619.2023.00053,Muhammad Ali Gulzar,"Virginia Tech,Computer Science Department,Blacksburg,USA",United States
,False,AdHere: Automated Detection and Repair of Intrusive Ads,"Yan, Yutian, Zheng, Yunhui, Liu, Xinyue, Medvidovic, Nenad, Wang, Weihang",https://doi.org/10.1109/ICSE48619.2023.00051,Yutian Yan,"University of Southern California,Los Angeles,CA,USA",United States
,False,AdHere: Automated Detection and Repair of Intrusive Ads,"Yan, Yutian, Zheng, Yunhui, Liu, Xinyue, Medvidovic, Nenad, Wang, Weihang",https://doi.org/10.1109/ICSE48619.2023.00051,Yunhui Zheng,"IBM T. J. Watson Research Center,Yorktown Heights,NY,USA",United States
,False,AdHere: Automated Detection and Repair of Intrusive Ads,"Yan, Yutian, Zheng, Yunhui, Liu, Xinyue, Medvidovic, Nenad, Wang, Weihang",https://doi.org/10.1109/ICSE48619.2023.00051,Xinyue Liu,"University at Buffalo, SUNY,Buffalo,NY,USA",United States
,False,AdHere: Automated Detection and Repair of Intrusive Ads,"Yan, Yutian, Zheng, Yunhui, Liu, Xinyue, Medvidovic, Nenad, Wang, Weihang",https://doi.org/10.1109/ICSE48619.2023.00051,Nenad Medvidovic,"University of Southern California,Los Angeles,CA,USA",United States
,False,AdHere: Automated Detection and Repair of Intrusive Ads,"Yan, Yutian, Zheng, Yunhui, Liu, Xinyue, Medvidovic, Nenad, Wang, Weihang",https://doi.org/10.1109/ICSE48619.2023.00051,Weihang Wang,"University of Southern California,Los Angeles,CA,USA",United States
,False,BSHUNTER: Detecting and Tracing Defects of Bitcoin Scripts,"Zheng, Peilin, Luo, Xiapu, Zheng, Zibin",https://doi.org/10.1109/ICSE48619.2023.00037,Peilin Zheng,Sun Yat-sen University,China
,False,BSHUNTER: Detecting and Tracing Defects of Bitcoin Scripts,"Zheng, Peilin, Luo, Xiapu, Zheng, Zibin",https://doi.org/10.1109/ICSE48619.2023.00037,Xiapu Luo,The Hong Kong Polytechnic University,Hong Kong
,False,BSHUNTER: Detecting and Tracing Defects of Bitcoin Scripts,"Zheng, Peilin, Luo, Xiapu, Zheng, Zibin",https://doi.org/10.1109/ICSE48619.2023.00037,Zibin Zheng,Sun Yat-sen University,China
,False,Evaluating the Impact of Experimental Assumptions in Automated Fault Localization,"Soremekun, Ezekiel, Kirschner, Lukas, B\""{o",https://doi.org/10.1109/ICSE48619.2023.00025,Ezekiel Soremekun,"Royal Holloway, University of London,UK",United Kingdom
,False,Evaluating the Impact of Experimental Assumptions in Automated Fault Localization,"Soremekun, Ezekiel, Kirschner, Lukas, B\""{o",https://doi.org/10.1109/ICSE48619.2023.00025,Lukas Kirschner,"Saarland University,Germany",Germany
,False,Evaluating the Impact of Experimental Assumptions in Automated Fault Localization,"Soremekun, Ezekiel, Kirschner, Lukas, B\""{o",https://doi.org/10.1109/ICSE48619.2023.00025,Marcel Böhme,"MPI-SP,Germany",Germany
,False,Evaluating the Impact of Experimental Assumptions in Automated Fault Localization,"Soremekun, Ezekiel, Kirschner, Lukas, B\""{o",https://doi.org/10.1109/ICSE48619.2023.00025,Mike Papadakis,"SnT,Luxembourg",Luxembourg
DW,False,Regression Fuzzing for Deep Learning Systems,"You, Hanmo, Wang, Zan, Chen, Junjie, Liu, Shuang, Li, Shuochuan",https://doi.org/10.1109/ICSE48619.2023.00019,Hanmo You,"College of Intelligence and Computing Tianjin University,Tianjin,China",China
DW,False,Regression Fuzzing for Deep Learning Systems,"You, Hanmo, Wang, Zan, Chen, Junjie, Liu, Shuang, Li, Shuochuan",https://doi.org/10.1109/ICSE48619.2023.00019,Zan Wang,"College of Intelligence and Computing Tianjin University,Tianjin,China",China
DW,False,Regression Fuzzing for Deep Learning Systems,"You, Hanmo, Wang, Zan, Chen, Junjie, Liu, Shuang, Li, Shuochuan",https://doi.org/10.1109/ICSE48619.2023.00019,Junjie Chen,"College of Intelligence and Computing Tianjin University,Tianjin,China",China
DW,False,Regression Fuzzing for Deep Learning Systems,"You, Hanmo, Wang, Zan, Chen, Junjie, Liu, Shuang, Li, Shuochuan",https://doi.org/10.1109/ICSE48619.2023.00019,Shuang Liu,"College of Intelligence and Computing Tianjin University,Tianjin,China",China
DW,False,Regression Fuzzing for Deep Learning Systems,"You, Hanmo, Wang, Zan, Chen, Junjie, Liu, Shuang, Li, Shuochuan",https://doi.org/10.1109/ICSE48619.2023.00019,Shuochuan Li,"College of Intelligence and Computing Tianjin University,Tianjin,China",China
,False,JITfuzz: Coverage-Guided Fuzzing for JVM Just-in-Time Compilers,"Wu, Mingyuan, Lu, Minghai, Cui, Heming, Chen, Junjie, Zhang, Yuqun, Zhang, Lingming",https://doi.org/10.1109/ICSE48619.2023.00017,Mingyuan Wu,"Southern University of Science and Technology,Shenzhen,China",China
,False,JITfuzz: Coverage-Guided Fuzzing for JVM Just-in-Time Compilers,"Wu, Mingyuan, Lu, Minghai, Cui, Heming, Chen, Junjie, Zhang, Yuqun, Zhang, Lingming",https://doi.org/10.1109/ICSE48619.2023.00017,Minghai Lu,"Southern University of Science and Technology,Shenzhen,China",China
,False,JITfuzz: Coverage-Guided Fuzzing for JVM Just-in-Time Compilers,"Wu, Mingyuan, Lu, Minghai, Cui, Heming, Chen, Junjie, Zhang, Yuqun, Zhang, Lingming",https://doi.org/10.1109/ICSE48619.2023.00017,Heming Cui,"The University of Hong Kong,Hong Kong,China",China
,False,JITfuzz: Coverage-Guided Fuzzing for JVM Just-in-Time Compilers,"Wu, Mingyuan, Lu, Minghai, Cui, Heming, Chen, Junjie, Zhang, Yuqun, Zhang, Lingming",https://doi.org/10.1109/ICSE48619.2023.00017,Junjie Chen,"Tianjin University,Tianjin,China",China
,False,JITfuzz: Coverage-Guided Fuzzing for JVM Just-in-Time Compilers,"Wu, Mingyuan, Lu, Minghai, Cui, Heming, Chen, Junjie, Zhang, Yuqun, Zhang, Lingming",https://doi.org/10.1109/ICSE48619.2023.00017,Yuqun Zhang,"Southern University of Science and Technology,Shenzhen,China",China
,False,JITfuzz: Coverage-Guided Fuzzing for JVM Just-in-Time Compilers,"Wu, Mingyuan, Lu, Minghai, Cui, Heming, Chen, Junjie, Zhang, Yuqun, Zhang, Lingming",https://doi.org/10.1109/ICSE48619.2023.00017,Lingming Zhang,"University of Illinois Urbana-Champaign,Champaign,USA",United States
,False,Generating Realistic and Diverse Tests for LiDAR-Based Perception Systems,"Christian, Garrett, Woodlief, Trey, Elbaum, Sebastian",https://doi.org/10.1109/ICSE48619.2023.00217,Garrett Christian,"University of Virginia,Charlottesville,Virginia,USA",United States
,False,Generating Realistic and Diverse Tests for LiDAR-Based Perception Systems,"Christian, Garrett, Woodlief, Trey, Elbaum, Sebastian",https://doi.org/10.1109/ICSE48619.2023.00217,Trey Woodlief,"University of Virginia,Charlottesville,Virginia,USA",United States
,False,Generating Realistic and Diverse Tests for LiDAR-Based Perception Systems,"Christian, Garrett, Woodlief, Trey, Elbaum, Sebastian",https://doi.org/10.1109/ICSE48619.2023.00217,Sebastian Elbaum,"University of Virginia,Charlottesville,Virginia,USA",United States
,False,(Partial) Program Dependence Learning,"Yadavally, Aashish, Nguyen, Tien N., Wang, Wenbo, Wang, Shaohua",https://doi.org/10.1109/ICSE48619.2023.00209,Aashish Yadavally,"The University of Texas at Dallas,Computer Science Department,Texas,USA",United States
,False,(Partial) Program Dependence Learning,"Yadavally, Aashish, Nguyen, Tien N., Wang, Wenbo, Wang, Shaohua",https://doi.org/10.1109/ICSE48619.2023.00209,Tien N. Nguyen,"The University of Texas at Dallas,Computer Science Department,Texas,USA",United States
,False,(Partial) Program Dependence Learning,"Yadavally, Aashish, Nguyen, Tien N., Wang, Wenbo, Wang, Shaohua",https://doi.org/10.1109/ICSE48619.2023.00209,Wenbo Wang,"New Jersey Institute of Technology,Department of Informatics,New Jersey,USA",United States
,False,(Partial) Program Dependence Learning,"Yadavally, Aashish, Nguyen, Tien N., Wang, Wenbo, Wang, Shaohua",https://doi.org/10.1109/ICSE48619.2023.00209,Shaohua Wang,"New Jersey Institute of Technology,Department of Informatics,New Jersey,USA",United States
,False,DeepVD: Toward Class-Separation Features for Neural Network Vulnerability Detection,"Wang, Wenbo, Nguyen, Tien N., Wang, Shaohua, Li, Yi, Zhang, Jiyuan, Yadavally, Aashish",https://doi.org/10.1109/ICSE48619.2023.00189,Wenbo Wang,"New Jersey Institute of Technology,Department of Informatics,New Jersey,USA",United States
,False,DeepVD: Toward Class-Separation Features for Neural Network Vulnerability Detection,"Wang, Wenbo, Nguyen, Tien N., Wang, Shaohua, Li, Yi, Zhang, Jiyuan, Yadavally, Aashish",https://doi.org/10.1109/ICSE48619.2023.00189,Tien N. Nguyen,"The University of Texas at Dallas,Computer Science Department,Texas,USA",United States
,False,DeepVD: Toward Class-Separation Features for Neural Network Vulnerability Detection,"Wang, Wenbo, Nguyen, Tien N., Wang, Shaohua, Li, Yi, Zhang, Jiyuan, Yadavally, Aashish",https://doi.org/10.1109/ICSE48619.2023.00189,Shaohua Wang,"New Jersey Institute of Technology,Department of Informatics,New Jersey,USA",United States
,False,DeepVD: Toward Class-Separation Features for Neural Network Vulnerability Detection,"Wang, Wenbo, Nguyen, Tien N., Wang, Shaohua, Li, Yi, Zhang, Jiyuan, Yadavally, Aashish",https://doi.org/10.1109/ICSE48619.2023.00189,Yi Li,"New Jersey Institute of Technology,Department of Informatics,New Jersey,USA",United States
,False,DeepVD: Toward Class-Separation Features for Neural Network Vulnerability Detection,"Wang, Wenbo, Nguyen, Tien N., Wang, Shaohua, Li, Yi, Zhang, Jiyuan, Yadavally, Aashish",https://doi.org/10.1109/ICSE48619.2023.00189,Jiyuan Zhang,"University of Illinois Urbana-Champaign,Computer Science Department,Illinois,USA",United States
,False,DeepVD: Toward Class-Separation Features for Neural Network Vulnerability Detection,"Wang, Wenbo, Nguyen, Tien N., Wang, Shaohua, Li, Yi, Zhang, Jiyuan, Yadavally, Aashish",https://doi.org/10.1109/ICSE48619.2023.00189,Aashish Yadavally,"The University of Texas at Dallas,Computer Science Department,Texas,USA",United States
,False,Generating Test Databases for Database-Backed Applications,"Yan, Cong, Nath, Suman, Lu, Shan",https://doi.org/10.1109/ICSE48619.2023.00173,Cong Yan,"Microsoft Research,Redmond,USA",United States
,False,Generating Test Databases for Database-Backed Applications,"Yan, Cong, Nath, Suman, Lu, Shan",https://doi.org/10.1109/ICSE48619.2023.00173,Suman Nath,"Microsoft Research,Redmond,USA",United States
,False,Generating Test Databases for Database-Backed Applications,"Yan, Cong, Nath, Suman, Lu, Shan",https://doi.org/10.1109/ICSE48619.2023.00173,Shan Lu,"University of Chicago,Chicago,USA",United States
DW,False,Compiler Test-Program Generation via Memoized Configuration Search,"Chen, Junjie, Suo, Chenyao, Jiang, Jiajun, Chen, Peiqi, Li, Xingjian",https://doi.org/10.1109/ICSE48619.2023.00172,Junjie Chen,"College of Intelligence and Computing, Tianjin University,Tianjin,China",China
DW,False,Compiler Test-Program Generation via Memoized Configuration Search,"Chen, Junjie, Suo, Chenyao, Jiang, Jiajun, Chen, Peiqi, Li, Xingjian",https://doi.org/10.1109/ICSE48619.2023.00172,Chenyao Suo,"College of Intelligence and Computing, Tianjin University,Tianjin,China",China
DW,False,Compiler Test-Program Generation via Memoized Configuration Search,"Chen, Junjie, Suo, Chenyao, Jiang, Jiajun, Chen, Peiqi, Li, Xingjian",https://doi.org/10.1109/ICSE48619.2023.00172,Jiajun Jiang,"College of Intelligence and Computing, Tianjin University,Tianjin,China",China
DW,False,Compiler Test-Program Generation via Memoized Configuration Search,"Chen, Junjie, Suo, Chenyao, Jiang, Jiajun, Chen, Peiqi, Li, Xingjian",https://doi.org/10.1109/ICSE48619.2023.00172,Peiqi Chen,"College of Intelligence and Computing, Tianjin University,Tianjin,China",China
DW,False,Compiler Test-Program Generation via Memoized Configuration Search,"Chen, Junjie, Suo, Chenyao, Jiang, Jiajun, Chen, Peiqi, Li, Xingjian",https://doi.org/10.1109/ICSE48619.2023.00172,Xingjian Li,"College of Intelligence and Computing, Tianjin University,Tianjin,China",China
,False,AidUI: Toward Automated Recognition of Dark Patterns in User Interfaces,"Mansur, S M Hasan, Salma, Sabiha, Awofisayo, Damilola, Moran, Kevin",https://doi.org/10.1109/ICSE48619.2023.00166,S M Hasan Mansur,"George Mason University,Department of Computer Science,Fairfax,VA",United States
,False,AidUI: Toward Automated Recognition of Dark Patterns in User Interfaces,"Mansur, S M Hasan, Salma, Sabiha, Awofisayo, Damilola, Moran, Kevin",https://doi.org/10.1109/ICSE48619.2023.00166,Sabiha Salma,"George Mason University,Department of Computer Science,Fairfax,VA",United States
,False,AidUI: Toward Automated Recognition of Dark Patterns in User Interfaces,"Mansur, S M Hasan, Salma, Sabiha, Awofisayo, Damilola, Moran, Kevin",https://doi.org/10.1109/ICSE48619.2023.00166,Damilola Awofisayo,"Science Duke University,Department of Computer,Durham,NC",United States
,False,AidUI: Toward Automated Recognition of Dark Patterns in User Interfaces,"Mansur, S M Hasan, Salma, Sabiha, Awofisayo, Damilola, Moran, Kevin",https://doi.org/10.1109/ICSE48619.2023.00166,Kevin Moran,"George Mason University,Department of Computer Science,Fairfax,VA",United States
,False,SeeHow: Workflow Extraction from Programming Screencasts through Action-Aware Video Analytics,"Zhao, Dehai, Xing, Zhenchang, Xia, Xin, Ye, Deheng, Xu, Xiwei, Zhu, Liming",https://doi.org/10.1109/ICSE48619.2023.00165,Dehai Zhao,"Australian National University and CSIRO&#x0027;s data61,Australia",Australia
,False,SeeHow: Workflow Extraction from Programming Screencasts through Action-Aware Video Analytics,"Zhao, Dehai, Xing, Zhenchang, Xia, Xin, Ye, Deheng, Xu, Xiwei, Zhu, Liming",https://doi.org/10.1109/ICSE48619.2023.00165,Zhenchang Xing,"Australian National University and CSIRO&#x0027;s data61,Australia",Australia
,False,SeeHow: Workflow Extraction from Programming Screencasts through Action-Aware Video Analytics,"Zhao, Dehai, Xing, Zhenchang, Xia, Xin, Ye, Deheng, Xu, Xiwei, Zhu, Liming",https://doi.org/10.1109/ICSE48619.2023.00165,Xin Xia,"Huawei,Software Engineering Application Technology Lab,China",China
,False,SeeHow: Workflow Extraction from Programming Screencasts through Action-Aware Video Analytics,"Zhao, Dehai, Xing, Zhenchang, Xia, Xin, Ye, Deheng, Xu, Xiwei, Zhu, Liming",https://doi.org/10.1109/ICSE48619.2023.00165,Deheng Ye,"Tencent AI Lab,China",China
,False,SeeHow: Workflow Extraction from Programming Screencasts through Action-Aware Video Analytics,"Zhao, Dehai, Xing, Zhenchang, Xia, Xin, Ye, Deheng, Xu, Xiwei, Zhu, Liming",https://doi.org/10.1109/ICSE48619.2023.00165,Xiwei Xu,"CSIRO&#x0027;s data61,Australia",Australia
,False,SeeHow: Workflow Extraction from Programming Screencasts through Action-Aware Video Analytics,"Zhao, Dehai, Xing, Zhenchang, Xia, Xin, Ye, Deheng, Xu, Xiwei, Zhu, Liming",https://doi.org/10.1109/ICSE48619.2023.00165,Liming Zhu,"CSIRO&#x0027;s data61,Australia",Australia
,False,"Demystifying Issues, Challenges, and Solutions for Multilingual Software Development","Yang, Haoran, Lian, Weile, Wang, Shaowei, Cai, Haipeng",https://doi.org/10.1109/ICSE48619.2023.00157,Haoran Yang,"Washington State University,Pullman,WA,USA",United States
,False,"Demystifying Issues, Challenges, and Solutions for Multilingual Software Development","Yang, Haoran, Lian, Weile, Wang, Shaowei, Cai, Haipeng",https://doi.org/10.1109/ICSE48619.2023.00157,Weile Lian,"Washington State University,Pullman,WA,USA",United States
,False,"Demystifying Issues, Challenges, and Solutions for Multilingual Software Development","Yang, Haoran, Lian, Weile, Wang, Shaowei, Cai, Haipeng",https://doi.org/10.1109/ICSE48619.2023.00157,Shaowei Wang,"University of Manitoba,Winnipeg,Canada",Canada
,False,"Demystifying Issues, Challenges, and Solutions for Multilingual Software Development","Yang, Haoran, Lian, Weile, Wang, Shaowei, Cai, Haipeng",https://doi.org/10.1109/ICSE48619.2023.00157,Haipeng Cai,"Washington State University,Pullman,WA,USA",United States
DW,False,Many-Objective Reinforcement Learning for Online Testing of DNN-Enabled Systems,"Haq, Fitash Ul, Shin, Donghwan, Briand, Lionel C.",https://doi.org/10.1109/ICSE48619.2023.00155,Fitash Ul Haq,"University of Luxembourg,Luxembourg",Luxembourg
DW,False,Many-Objective Reinforcement Learning for Online Testing of DNN-Enabled Systems,"Haq, Fitash Ul, Shin, Donghwan, Briand, Lionel C.",https://doi.org/10.1109/ICSE48619.2023.00155,Donghwan Shin,"University of Luxembourg,Luxembourg",Luxembourg
DW,False,Many-Objective Reinforcement Learning for Online Testing of DNN-Enabled Systems,"Haq, Fitash Ul, Shin, Donghwan, Briand, Lionel C.",https://doi.org/10.1109/ICSE48619.2023.00155,Lionel C. Briand,"University of Luxembourg,Luxembourg",Luxembourg
,False,Heterogeneous Anomaly Detection for Software Systems via Semi-Supervised Cross-Modal Attention,"Lee, Cheryl, Yang, Tianyi, Chen, Zhuangbin, Su, Yuxin, Yang, Yongqiang, Lyu, Michael R.",https://doi.org/10.1109/ICSE48619.2023.00148,Cheryl Lee,"The Chinese University of Hong Kong,Department of Computer Science and Engineering,Hong Kong,China",China
,False,Heterogeneous Anomaly Detection for Software Systems via Semi-Supervised Cross-Modal Attention,"Lee, Cheryl, Yang, Tianyi, Chen, Zhuangbin, Su, Yuxin, Yang, Yongqiang, Lyu, Michael R.",https://doi.org/10.1109/ICSE48619.2023.00148,Tianyi Yang,"The Chinese University of Hong Kong,Department of Computer Science and Engineering,Hong Kong,China",China
,False,Heterogeneous Anomaly Detection for Software Systems via Semi-Supervised Cross-Modal Attention,"Lee, Cheryl, Yang, Tianyi, Chen, Zhuangbin, Su, Yuxin, Yang, Yongqiang, Lyu, Michael R.",https://doi.org/10.1109/ICSE48619.2023.00148,Zhuangbin Chen,"Sun Yat-sen University,Guangzhou,China",China
,False,Heterogeneous Anomaly Detection for Software Systems via Semi-Supervised Cross-Modal Attention,"Lee, Cheryl, Yang, Tianyi, Chen, Zhuangbin, Su, Yuxin, Yang, Yongqiang, Lyu, Michael R.",https://doi.org/10.1109/ICSE48619.2023.00148,Yuxin Su,"Sun Yat-sen University,Guangzhou,China",China
,False,Heterogeneous Anomaly Detection for Software Systems via Semi-Supervised Cross-Modal Attention,"Lee, Cheryl, Yang, Tianyi, Chen, Zhuangbin, Su, Yuxin, Yang, Yongqiang, Lyu, Michael R.",https://doi.org/10.1109/ICSE48619.2023.00148,Yongqiang Yang,"Cloud BU, Huawei,Computing and Networking Innovation Lab",China
,False,Heterogeneous Anomaly Detection for Software Systems via Semi-Supervised Cross-Modal Attention,"Lee, Cheryl, Yang, Tianyi, Chen, Zhuangbin, Su, Yuxin, Yang, Yongqiang, Lyu, Michael R.",https://doi.org/10.1109/ICSE48619.2023.00148,Michael R. Lyu,"The Chinese University of Hong Kong,Department of Computer Science and Engineering,Hong Kong,China",China
,False,ATM: Black-Box Test Case Minimization Based on Test Code Similarity and Evolutionary Search,"Pan, Rongqi, Ghaleb, Taher A., Briand, Lionel",https://doi.org/10.1109/ICSE48619.2023.00146,Rongqi Pan,"School of EECS University of Ottawa,Ottawa,Canada",Canada
,False,ATM: Black-Box Test Case Minimization Based on Test Code Similarity and Evolutionary Search,"Pan, Rongqi, Ghaleb, Taher A., Briand, Lionel",https://doi.org/10.1109/ICSE48619.2023.00146,Taher A. Ghaleb,"School of EECS University of Ottawa,Ottawa,Canada",Canada
,False,ATM: Black-Box Test Case Minimization Based on Test Code Similarity and Evolutionary Search,"Pan, Rongqi, Ghaleb, Taher A., Briand, Lionel",https://doi.org/10.1109/ICSE48619.2023.00146,Lionel Briand,"School of EECS University of Ottawa,Ottawa,Canada",Canada
,False,Measuring Secure Coding Practice and Culture: A Finger Pointing at the Moon is Not the Moon,"Ryan, Ita, Roedig, Utz, Stol, Klaas-Jan",https://doi.org/10.1109/ICSE48619.2023.00140,Ita Ryan,"School of Computer Science and IT, University College Cork,ADVANCE Centre for Research Training,Cork,Ireland",Ireland
,False,Measuring Secure Coding Practice and Culture: A Finger Pointing at the Moon is Not the Moon,"Ryan, Ita, Roedig, Utz, Stol, Klaas-Jan",https://doi.org/10.1109/ICSE48619.2023.00140,Utz Roedig,"School of Computer Science and IT, University College Cork,Connect Research Centre,Cork,Ireland",Ireland
,False,Measuring Secure Coding Practice and Culture: A Finger Pointing at the Moon is Not the Moon,"Ryan, Ita, Roedig, Utz, Stol, Klaas-Jan",https://doi.org/10.1109/ICSE48619.2023.00140,Klaas-Jan Stol,"School of Computer Science and IT, University College Cork,Lero, the SFI Research Centre for Software,Cork,Ireland",Ireland
DW,True,Automated Repair of Programs from Large Language Models,"Fan, Zhiyu, Gao, Xiang, Mirchev, Martin, Roychoudhury, Abhik, Tan, Shin Hwei",https://doi.org/10.1109/ICSE48619.2023.00128,Zhiyu Fan,"National University of Singapore,Singapore",Singapore
DW,True,Automated Repair of Programs from Large Language Models,"Fan, Zhiyu, Gao, Xiang, Mirchev, Martin, Roychoudhury, Abhik, Tan, Shin Hwei",https://doi.org/10.1109/ICSE48619.2023.00128,Xiang Gao,"Beihang University,Beijing,China",China
DW,True,Automated Repair of Programs from Large Language Models,"Fan, Zhiyu, Gao, Xiang, Mirchev, Martin, Roychoudhury, Abhik, Tan, Shin Hwei",https://doi.org/10.1109/ICSE48619.2023.00128,Martin Mirchev,"National University of Singapore,Singapore",Singapore
DW,True,Automated Repair of Programs from Large Language Models,"Fan, Zhiyu, Gao, Xiang, Mirchev, Martin, Roychoudhury, Abhik, Tan, Shin Hwei",https://doi.org/10.1109/ICSE48619.2023.00128,Abhik Roychoudhury,"National University of Singapore,Singapore",Singapore
