reviewer,relevant,title,original_authors,url,extracted_author,affiliations
N/A,False,ROSInfer: Statically Inferring Behavioral Component Models for ROS-based Robotics Systems,"D\""{u",https://doi.org/10.1145/3597503.3639206,David Garlan,"School of Computer Science, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA"
N/A,False,ROSInfer: Statically Inferring Behavioral Component Models for ROS-based Robotics Systems,"D\""{u",https://doi.org/10.1145/3597503.3639206,Claire Le Goues,"School of Computer Science, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA"
N/A,False,RogueOne: Detecting Rogue Updates via Differential Data-flow Analysis Using Trust Domains,"Sofaer, Raphael J., David, Yaniv, Kang, Mingqing, Yu, Jianjia, Cao, Yinzhi, Yang, Junfeng, Nieh, Jason",https://doi.org/10.1145/3597503.3639199,Raphael J. Sofaer,"Columbia University, New York, New York, USA"
N/A,False,RogueOne: Detecting Rogue Updates via Differential Data-flow Analysis Using Trust Domains,"Sofaer, Raphael J., David, Yaniv, Kang, Mingqing, Yu, Jianjia, Cao, Yinzhi, Yang, Junfeng, Nieh, Jason",https://doi.org/10.1145/3597503.3639199,Yaniv David,"Columbia University, New York, New York, USA"
N/A,False,RogueOne: Detecting Rogue Updates via Differential Data-flow Analysis Using Trust Domains,"Sofaer, Raphael J., David, Yaniv, Kang, Mingqing, Yu, Jianjia, Cao, Yinzhi, Yang, Junfeng, Nieh, Jason",https://doi.org/10.1145/3597503.3639199,Mingqing Kang,"Johns Hopkins University, Baltimore, Maryland, USA"
N/A,False,RogueOne: Detecting Rogue Updates via Differential Data-flow Analysis Using Trust Domains,"Sofaer, Raphael J., David, Yaniv, Kang, Mingqing, Yu, Jianjia, Cao, Yinzhi, Yang, Junfeng, Nieh, Jason",https://doi.org/10.1145/3597503.3639199,Jianjia Yu,"Johns Hopkins University, Baltimore, Maryland, USA"
N/A,False,RogueOne: Detecting Rogue Updates via Differential Data-flow Analysis Using Trust Domains,"Sofaer, Raphael J., David, Yaniv, Kang, Mingqing, Yu, Jianjia, Cao, Yinzhi, Yang, Junfeng, Nieh, Jason",https://doi.org/10.1145/3597503.3639199,Yinzhi Cao,"Johns Hopkins University, Baltimore, Maryland, USA"
N/A,False,RogueOne: Detecting Rogue Updates via Differential Data-flow Analysis Using Trust Domains,"Sofaer, Raphael J., David, Yaniv, Kang, Mingqing, Yu, Jianjia, Cao, Yinzhi, Yang, Junfeng, Nieh, Jason",https://doi.org/10.1145/3597503.3639199,Junfeng Yang,"Columbia University, New York, New York, USA"
N/A,False,RogueOne: Detecting Rogue Updates via Differential Data-flow Analysis Using Trust Domains,"Sofaer, Raphael J., David, Yaniv, Kang, Mingqing, Yu, Jianjia, Cao, Yinzhi, Yang, Junfeng, Nieh, Jason",https://doi.org/10.1145/3597503.3639199,Jason Nieh,"Columbia University, New York, New York, USA"
N/A,False,How Are Paid and Volunteer Open Source Developers Different? A Study of the Rust Project,"Zhang, Yuxia, Qin, Mian, Stol, Klaas-Jan, Zhou, Minghui, Liu, Hui",https://doi.org/10.1145/3597503.3639197,Yuxia Zhang,"Beijing Institute of Technology, Beijing, China"
N/A,False,How Are Paid and Volunteer Open Source Developers Different? A Study of the Rust Project,"Zhang, Yuxia, Qin, Mian, Stol, Klaas-Jan, Zhou, Minghui, Liu, Hui",https://doi.org/10.1145/3597503.3639197,Mian Qin,"Beijing Institute of Technology, Beijing, China"
N/A,False,How Are Paid and Volunteer Open Source Developers Different? A Study of the Rust Project,"Zhang, Yuxia, Qin, Mian, Stol, Klaas-Jan, Zhou, Minghui, Liu, Hui",https://doi.org/10.1145/3597503.3639197,Klaas-Jan Stol,"University College Cork, Cork, Ireland"
N/A,False,How Are Paid and Volunteer Open Source Developers Different? A Study of the Rust Project,"Zhang, Yuxia, Qin, Mian, Stol, Klaas-Jan, Zhou, Minghui, Liu, Hui",https://doi.org/10.1145/3597503.3639197,Minghui Zhou,"Peking University, Beijing, China"
N/A,False,How Are Paid and Volunteer Open Source Developers Different? A Study of the Rust Project,"Zhang, Yuxia, Qin, Mian, Stol, Klaas-Jan, Zhou, Minghui, Liu, Hui",https://doi.org/10.1145/3597503.3639197,Hui Liu,"Beijing Institute of Technology, Beijing, China"
DW,True,ChatGPT Incorrectness Detection in Software Reviews,"Tanzil, Minaoar Hossain, Khan, Junaed Younus, Uddin, Gias",https://doi.org/10.1145/3597503.3639194,Minaoar Hossain Tanzil,"University of Calgary, Calgary, Alberta, Canada"
DW,True,ChatGPT Incorrectness Detection in Software Reviews,"Tanzil, Minaoar Hossain, Khan, Junaed Younus, Uddin, Gias",https://doi.org/10.1145/3597503.3639194,Junaed Younus Khan,"University of Calgary, Calgary, Alberta, Canada"
DW,True,ChatGPT Incorrectness Detection in Software Reviews,"Tanzil, Minaoar Hossain, Khan, Junaed Younus, Uddin, Gias",https://doi.org/10.1145/3597503.3639194,Gias Uddin,"York University, Toronto, Ontario, Canada"
N/A,False,FlashSyn: Flash Loan Attack Synthesis via Counter Example Driven Approximation,"Chen, Zhiyang, Beillahi, Sidi Mohamed, Long, Fan",https://doi.org/10.1145/3597503.3639190,Zhiyang Chen,"University of Toronto, Toronto, Canada"
N/A,False,FlashSyn: Flash Loan Attack Synthesis via Counter Example Driven Approximation,"Chen, Zhiyang, Beillahi, Sidi Mohamed, Long, Fan",https://doi.org/10.1145/3597503.3639190,Sidi Mohamed Beillahi,"University of Toronto, Toronto, Canada"
N/A,False,FlashSyn: Flash Loan Attack Synthesis via Counter Example Driven Approximation,"Chen, Zhiyang, Beillahi, Sidi Mohamed, Long, Fan",https://doi.org/10.1145/3597503.3639190,Fan Long,"University of Toronto, Toronto, Canada"
DW,False,Using an LLM to Help With Code Understanding,"Nam, Daye, Macvean, Andrew, Hellendoorn, Vincent, Vasilescu, Bogdan, Myers, Brad",https://doi.org/10.1145/3597503.3639187,Daye Nam,"Carnegie Mellon University, Pittsburgh, Pennsylvania, USA"
DW,False,Using an LLM to Help With Code Understanding,"Nam, Daye, Macvean, Andrew, Hellendoorn, Vincent, Vasilescu, Bogdan, Myers, Brad",https://doi.org/10.1145/3597503.3639187,Andrew Macvean,"Google, Mountain View, California, USA"
DW,False,Using an LLM to Help With Code Understanding,"Nam, Daye, Macvean, Andrew, Hellendoorn, Vincent, Vasilescu, Bogdan, Myers, Brad",https://doi.org/10.1145/3597503.3639187,Vincent Hellendoorn,"Carnegie Mellon University, Pittsburgh, Pennsylvania, USA"
DW,False,Using an LLM to Help With Code Understanding,"Nam, Daye, Macvean, Andrew, Hellendoorn, Vincent, Vasilescu, Bogdan, Myers, Brad",https://doi.org/10.1145/3597503.3639187,Bogdan Vasilescu,"Carnegie Mellon University, Pittsburgh, Pennsylvania, USA"
DW,False,Using an LLM to Help With Code Understanding,"Nam, Daye, Macvean, Andrew, Hellendoorn, Vincent, Vasilescu, Bogdan, Myers, Brad",https://doi.org/10.1145/3597503.3639187,Brad Myers,"Carnegie Mellon University, Pittsburgh, Pennsylvania, USA"
DW,True,Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization),"Ahmed, Toufique, Pai, Kunal Suresh, Devanbu, Premkumar, Barr, Earl",https://doi.org/10.1145/3597503.3639183,Toufique Ahmed,"UC Davis, Davis, California, USA"
DW,True,Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization),"Ahmed, Toufique, Pai, Kunal Suresh, Devanbu, Premkumar, Barr, Earl",https://doi.org/10.1145/3597503.3639183,Kunal Suresh Pai,"UC Davis, Davis, California, USA"
DW,True,Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization),"Ahmed, Toufique, Pai, Kunal Suresh, Devanbu, Premkumar, Barr, Earl",https://doi.org/10.1145/3597503.3639183,Premkumar Devanbu,"UC Davis, Davis, California, USA"
DW,True,Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization),"Ahmed, Toufique, Pai, Kunal Suresh, Devanbu, Premkumar, Barr, Earl",https://doi.org/10.1145/3597503.3639183,Earl Barr,"University College London, London, United Kingdom; Google Brain, Montreal, Canada"
N/A,False,Ripples of a Mutation — An Empirical Study of Propagation Effects in Mutation Testing,"Du, Hang, Palepu, Vijay Krishna, Jones, James A.",https://doi.org/10.1145/3597503.3639179,Hang Du,"University of California, Irvine, Irvine, California, USA"
N/A,False,Ripples of a Mutation — An Empirical Study of Propagation Effects in Mutation Testing,"Du, Hang, Palepu, Vijay Krishna, Jones, James A.",https://doi.org/10.1145/3597503.3639179,Vijay Krishna Palepu,"Microsoft, Mountain View, California, USA"
N/A,False,Ripples of a Mutation — An Empirical Study of Propagation Effects in Mutation Testing,"Du, Hang, Palepu, Vijay Krishna, Jones, James A.",https://doi.org/10.1145/3597503.3639179,James A. Jones,"University of California, Irvine, Irvine, California, USA"
N/A,False,Semantic-Enhanced Static Vulnerability Detection in Baseband Firmware,"Liu, Yiming, Zhang, Cen, Li, Feng, Li, Yeting, Zhou, Jianhua, Wang, Jian, Zhan, Lanlan, Liu, Yang, Huo, Wei",https://doi.org/10.1145/3597503.3639158,Yiming Liu,"Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Network Assessment Technology, Chinese Academy of Sciences, Beijing, China; Beijing Key Laboratory of Network Security and Protection Technology, Beijing, China"
N/A,False,Semantic-Enhanced Static Vulnerability Detection in Baseband Firmware,"Liu, Yiming, Zhang, Cen, Li, Feng, Li, Yeting, Zhou, Jianhua, Wang, Jian, Zhan, Lanlan, Liu, Yang, Huo, Wei",https://doi.org/10.1145/3597503.3639158,Cen Zhang,"Nanyang Technological University, Singapore, China"
N/A,False,Semantic-Enhanced Static Vulnerability Detection in Baseband Firmware,"Liu, Yiming, Zhang, Cen, Li, Feng, Li, Yeting, Zhou, Jianhua, Wang, Jian, Zhan, Lanlan, Liu, Yang, Huo, Wei",https://doi.org/10.1145/3597503.3639158,Feng Li,"Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Network Assessment Technology, Chinese Academy of Sciences, Beijing, China; Beijing Key Laboratory of Network Security and Protection Technology, Beijing, China"
N/A,False,Semantic-Enhanced Static Vulnerability Detection in Baseband Firmware,"Liu, Yiming, Zhang, Cen, Li, Feng, Li, Yeting, Zhou, Jianhua, Wang, Jian, Zhan, Lanlan, Liu, Yang, Huo, Wei",https://doi.org/10.1145/3597503.3639158,Yeting Li,"Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Network Assessment Technology, Chinese Academy of Sciences, Beijing, China; Beijing Key Laboratory of Network Security and Protection Technology, Beijing, China"
N/A,False,Semantic-Enhanced Static Vulnerability Detection in Baseband Firmware,"Liu, Yiming, Zhang, Cen, Li, Feng, Li, Yeting, Zhou, Jianhua, Wang, Jian, Zhan, Lanlan, Liu, Yang, Huo, Wei",https://doi.org/10.1145/3597503.3639158,Jianhua Zhou,"Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Network Assessment Technology, Chinese Academy of Sciences, Beijing, China; Beijing Key Laboratory of Network Security and Protection Technology, Beijing, China"
N/A,False,Semantic-Enhanced Static Vulnerability Detection in Baseband Firmware,"Liu, Yiming, Zhang, Cen, Li, Feng, Li, Yeting, Zhou, Jianhua, Wang, Jian, Zhan, Lanlan, Liu, Yang, Huo, Wei",https://doi.org/10.1145/3597503.3639158,Jian Wang,"Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Network Assessment Technology, Chinese Academy of Sciences, Beijing, China; Beijing Key Laboratory of Network Security and Protection Technology, Beijing, China"
N/A,False,Semantic-Enhanced Static Vulnerability Detection in Baseband Firmware,"Liu, Yiming, Zhang, Cen, Li, Feng, Li, Yeting, Zhou, Jianhua, Wang, Jian, Zhan, Lanlan, Liu, Yang, Huo, Wei",https://doi.org/10.1145/3597503.3639158,Lanlan Zhan,"Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Network Assessment Technology, Chinese Academy of Sciences, Beijing, China; Beijing Key Laboratory of Network Security and Protection Technology, Beijing, China"
N/A,False,Semantic-Enhanced Static Vulnerability Detection in Baseband Firmware,"Liu, Yiming, Zhang, Cen, Li, Feng, Li, Yeting, Zhou, Jianhua, Wang, Jian, Zhan, Lanlan, Liu, Yang, Huo, Wei",https://doi.org/10.1145/3597503.3639158,Yang Liu,"Nanyang Technological University, Singapore, China"
N/A,False,Semantic-Enhanced Static Vulnerability Detection in Baseband Firmware,"Liu, Yiming, Zhang, Cen, Li, Feng, Li, Yeting, Zhou, Jianhua, Wang, Jian, Zhan, Lanlan, Liu, Yang, Huo, Wei",https://doi.org/10.1145/3597503.3639158,Wei Huo,"Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Key Laboratory of Network Assessment Technology, Chinese Academy of Sciences, Beijing, China; Beijing Key Laboratory of Network Security and Protection Technology, Beijing, China"
DW,True,LLMParser: An Exploratory Study on Using Large Language Models for Log Parsing,"Ma, Zeyang, Chen, An Ran, Kim, Dong Jae, Chen, Tse-Hsun, Wang, Shaowei",https://doi.org/10.1145/3597503.3639150,Zeyang Ma,"Concordia University, Montreal, Canada"
DW,True,LLMParser: An Exploratory Study on Using Large Language Models for Log Parsing,"Ma, Zeyang, Chen, An Ran, Kim, Dong Jae, Chen, Tse-Hsun, Wang, Shaowei",https://doi.org/10.1145/3597503.3639150,An Ran Chen,"University of Alberta, Edmonton, Alberta, Canada"
DW,True,LLMParser: An Exploratory Study on Using Large Language Models for Log Parsing,"Ma, Zeyang, Chen, An Ran, Kim, Dong Jae, Chen, Tse-Hsun, Wang, Shaowei",https://doi.org/10.1145/3597503.3639150,Dong Jae Kim,"Concordia University, Montreal, Canada"
DW,True,LLMParser: An Exploratory Study on Using Large Language Models for Log Parsing,"Ma, Zeyang, Chen, An Ran, Kim, Dong Jae, Chen, Tse-Hsun, Wang, Shaowei",https://doi.org/10.1145/3597503.3639150,Tse-Hsun Chen,"Concordia University, Montreal, Canada"
DW,True,LLMParser: An Exploratory Study on Using Large Language Models for Log Parsing,"Ma, Zeyang, Chen, An Ran, Kim, Dong Jae, Chen, Tse-Hsun, Wang, Shaowei",https://doi.org/10.1145/3597503.3639150,Shaowei Wang,"University of Manitoba, Winnipeg, Canada"
DW,True,Recovering Trace Links Between Software Documentation And Code,"Keim, Jan, Corallo, Sophie, Fuch\ss{",https://doi.org/10.1145/3597503.3639130,Jan Keim,"Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany"
DW,True,Recovering Trace Links Between Software Documentation And Code,"Keim, Jan, Corallo, Sophie, Fuch\ss{",https://doi.org/10.1145/3597503.3639130,Sophie Corallo,"Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany"
DW,True,Recovering Trace Links Between Software Documentation And Code,"Keim, Jan, Corallo, Sophie, Fuch\ss{",https://doi.org/10.1145/3597503.3639130,Dominik Fuchß,"Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany"
DW,True,Recovering Trace Links Between Software Documentation And Code,"Keim, Jan, Corallo, Sophie, Fuch\ss{",https://doi.org/10.1145/3597503.3639130,Tobias Hey,"Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany"
DW,True,Recovering Trace Links Between Software Documentation And Code,"Keim, Jan, Corallo, Sophie, Fuch\ss{",https://doi.org/10.1145/3597503.3639130,Tobias Telge,"Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany"
DW,True,Recovering Trace Links Between Software Documentation And Code,"Keim, Jan, Corallo, Sophie, Fuch\ss{",https://doi.org/10.1145/3597503.3639130,Anne Koziolek,"Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany"
DW,True,On Calibration of Pre-trained Code Models,"Zhou, Zhenhao, Sha, Chaofeng, Peng, Xin",https://doi.org/10.1145/3597503.3639126,Zhenhao Zhou,"Fudan University, Shanghai, China"
DW,True,On Calibration of Pre-trained Code Models,"Zhou, Zhenhao, Sha, Chaofeng, Peng, Xin",https://doi.org/10.1145/3597503.3639126,Chaofeng Sha,"Fudan University, Shanghai, China"
DW,True,On Calibration of Pre-trained Code Models,"Zhou, Zhenhao, Sha, Chaofeng, Peng, Xin",https://doi.org/10.1145/3597503.3639126,Xin Peng,"Fudan University, Shanghai, China"
DW,True,When Neural Code Completion Models Size up the Situation: Attaining Cheaper and Faster Completion through Dynamic Model Inference,"Sun, Zhensu, Du, Xiaoning, Song, Fu, Wang, Shangwen, Li, Li",https://doi.org/10.1145/3597503.3639120,Zhensu Sun,"Beihang University, Beijing, China"
DW,True,When Neural Code Completion Models Size up the Situation: Attaining Cheaper and Faster Completion through Dynamic Model Inference,"Sun, Zhensu, Du, Xiaoning, Song, Fu, Wang, Shangwen, Li, Li",https://doi.org/10.1145/3597503.3639120,Xiaoning Du,"Monash University, Melbourne, Australia"
DW,True,When Neural Code Completion Models Size up the Situation: Attaining Cheaper and Faster Completion through Dynamic Model Inference,"Sun, Zhensu, Du, Xiaoning, Song, Fu, Wang, Shangwen, Li, Li",https://doi.org/10.1145/3597503.3639120,Fu Song,"State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China"
DW,True,When Neural Code Completion Models Size up the Situation: Attaining Cheaper and Faster Completion through Dynamic Model Inference,"Sun, Zhensu, Du, Xiaoning, Song, Fu, Wang, Shangwen, Li, Li",https://doi.org/10.1145/3597503.3639120,Shangwen Wang,"National University of Defense Technology, Changsha, China"
DW,True,When Neural Code Completion Models Size up the Situation: Attaining Cheaper and Faster Completion through Dynamic Model Inference,"Sun, Zhensu, Du, Xiaoning, Song, Fu, Wang, Shangwen, Li, Li",https://doi.org/10.1145/3597503.3639120,Li Li,"Beihang University, Beijing, China"
N/A,False,Optimistic Prediction of Synchronization-Reversal Data Races,"Shi, Zheng, Mathur, Umang, Pavlogiannis, Andreas",https://doi.org/10.1145/3597503.3639099,Zheng Shi,"School of Computing, National University of Singapore, Singapore, Singapore"
N/A,False,Optimistic Prediction of Synchronization-Reversal Data Races,"Shi, Zheng, Mathur, Umang, Pavlogiannis, Andreas",https://doi.org/10.1145/3597503.3639099,Umang Mathur,"School of Computing, National University of Singapore, Singapore, Singapore"
N/A,False,Optimistic Prediction of Synchronization-Reversal Data Races,"Shi, Zheng, Mathur, Umang, Pavlogiannis, Andreas",https://doi.org/10.1145/3597503.3639099,Andreas Pavlogiannis,"Department of Computer Science, Aarhus University, Aarhus, Denmark"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Nick Feng,"University of, Toronto, Canada"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Lina Marsso,"University of Toronto, Toronto, Canada"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Sinem Getir Yaman,"University of York, York, United Kingdom"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Yesugen Baatartogtokh,"Smith College, Northampton, Massachusetts, USA"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Reem Ayad,"Department of Psychology, University of Toronto, Toronto, Canada"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Victoria Oldemburgo De Mello,"University of Toronto, Toronto, Canada"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Beverley Townsend,"University of York, York, United Kingdom"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Isobel Standen,"Department of Philosophy, University of York, York, United Kingdom"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Ioannis Stefanakos,"University of York, York, United Kingdom"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Calum Imrie,"University of York, York, United Kingdom"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Genaina Nunes Rodrigues,"University of Brasilia, Brasilia, Brazil"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Ana Cavalcanti,"University of York, York, United Kingdom"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Radu Calinescu,"University of York, York, United Kingdom"
DW,False,Analyzing and Debugging Normative Requirements via Satisfiability Checking,"Feng, Nick, Marsso, Lina, Getir Yaman, Sinem, Baatartogtokh, Yesugen, Ayad, Reem, De Mello, Victoria Oldemburgo, Townsend, Beverley, Standen, Isobel, Stefanakos, Ioannis, Imrie, Calum, Rodrigues, Genaina Nunes, Cavalcanti, Ana, Calinescu, Radu, Chechik, Marsha",https://doi.org/10.1145/3597503.3639093,Marsha Chechik,"University of Toronto, Toronto, Canada"
N/A,False,An Empirical Study of Data Disruption by Ransomware Attacks,"Hou, Yiwei, Guo, Lihua, Zhou, Chijin, Xu, Yiwen, Yin, Zijing, Li, Shanshan, Sun, Chengnian, Jiang, Yu",https://doi.org/10.1145/3597503.3639090,Yiwei Hou,"Tsinghua University, Beijing, China"
N/A,False,An Empirical Study of Data Disruption by Ransomware Attacks,"Hou, Yiwei, Guo, Lihua, Zhou, Chijin, Xu, Yiwen, Yin, Zijing, Li, Shanshan, Sun, Chengnian, Jiang, Yu",https://doi.org/10.1145/3597503.3639090,Lihua Guo,"Tsinghua University, Beijing, China"
N/A,False,An Empirical Study of Data Disruption by Ransomware Attacks,"Hou, Yiwei, Guo, Lihua, Zhou, Chijin, Xu, Yiwen, Yin, Zijing, Li, Shanshan, Sun, Chengnian, Jiang, Yu",https://doi.org/10.1145/3597503.3639090,Chijin Zhou,"Tsinghua University, Beijing, China"
N/A,False,An Empirical Study of Data Disruption by Ransomware Attacks,"Hou, Yiwei, Guo, Lihua, Zhou, Chijin, Xu, Yiwen, Yin, Zijing, Li, Shanshan, Sun, Chengnian, Jiang, Yu",https://doi.org/10.1145/3597503.3639090,Yiwen Xu,"Tsinghua University, Beijing, China"
N/A,False,An Empirical Study of Data Disruption by Ransomware Attacks,"Hou, Yiwei, Guo, Lihua, Zhou, Chijin, Xu, Yiwen, Yin, Zijing, Li, Shanshan, Sun, Chengnian, Jiang, Yu",https://doi.org/10.1145/3597503.3639090,Zijing Yin,"Tsinghua University, Beijing, China"
N/A,False,An Empirical Study of Data Disruption by Ransomware Attacks,"Hou, Yiwei, Guo, Lihua, Zhou, Chijin, Xu, Yiwen, Yin, Zijing, Li, Shanshan, Sun, Chengnian, Jiang, Yu",https://doi.org/10.1145/3597503.3639090,Shanshan Li,"National University of Defense Technology, Changsha, Hunan, China"
N/A,False,An Empirical Study of Data Disruption by Ransomware Attacks,"Hou, Yiwei, Guo, Lihua, Zhou, Chijin, Xu, Yiwen, Yin, Zijing, Li, Shanshan, Sun, Chengnian, Jiang, Yu",https://doi.org/10.1145/3597503.3639090,Chengnian Sun,"Waterloo University, Waterloo, Ontario, Canada"
